"UM_CODE";"UM_NAMEF";"global_id";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";
"032555";"Ясногорская улица";"58483590";"Ясногорская ул.";"Yasnogorskaya ulicza";"001";"";"0712";"77000000000322300";
"032560";"Яснополянская улица";"58483591";"Яснополянская ул.";"Yasnopolyanskaya ulicza";"001";"";"0513";"77000000000002000";
"032570";"Ясный проезд";"58483592";"Ясный пр.";"Yasny'j proezd";"003";"";"0316";"77000000000322400";
"032578";"Яузская аллея";"58483593";"Яузская аллея";"Yauzskaya alleya";"009";"";"0403";"77000000000322500";
"032580";"Яузская улица";"58483594";"Яузская ул.";"Yauzskaya ulicza";"001";"";"0107";"77000000000322600";
"032590";"площадь Яузские Ворота";"58483595";"пл. Яузские Ворота";"ploshhad` Yauzskie Vorota";"004";"";"0107";"77000000000389500";
"032600";"Яузский бульвар";"58483596";"Яузский бульв.";"Yauzskij bul`var";"008";"";"0107";"77000000000322700";
"032610";"Яхромская улица";"58483597";"Яхромская ул.";"Yaxromskaya ulicza";"001";"";"0208";"77000000000322800";
"032620";"Яхромский проезд";"58483598";"Яхромский пр.";"Yaxromskij proezd";"003";"";"0206;0208";"77000000000423400";
"032630";"улица Льва Яшина";"58483599";"ул. Льва Яшина";"ulicza L`va Yashina";"001";"";"0512";"77000000000754100";
"033426";"проспект 60-летия Октября";"58483600";"просп. 60-летия Октября";"prospekt Shestidesyatiletiya Oktyabrya";"010";"";"0701;0702";"77000000000314500";
"042005";"улица Герцена";"58483601";"ул. Герцена";"ulicza Gerczena";"001";"734020";"1101";"77001000010000800";
"042010";"улица Гоголя";"58483602";"ул. Гоголя";"ulicza Gogolya";"001";"734020";"1101";"77001000010000500";
"042015";"Литературный проезд";"58483603";"Литературный пр.";"Literaturny'j proezd";"003";"734020";"1101";"77001000010000400";
"042020";"улица Ломоносова";"58483604";"ул. Ломоносова";"ulicza Lomonosova";"001";"734020";"1101";"77001000010000300";
"042025";"Майская улица";"58483605";"Майская ул.";"Majskaya ulicza";"001";"734020";"1101";"77001000010000700";
"042030";"Октябрьская улица";"58483606";"Октябрьская ул.";"Oktyabr`skaya ulicza";"001";"734020";"1101";"77001000010000900";
"042035";"улица Чапаева";"58483607";"ул. Чапаева";"ulicza Chapaeva";"001";"734020";"1101";"77001000010000100";
"042040";"улица Григория Александрова";"58483609";"ул. Григория Александрова";"ulicza Grigoriya Aleksandrova";"001";"734030";"1101";"77001000008001500";
"042045";"улица Игоря Ильинского";"58483610";"ул. Игоря Ильинского";"ulicza Igorya Il`inskogo";"001";"734030";"1101";"77001000008001000";
"042050";"улица Исаака Дунаевского";"58483611";"ул. Исаака Дунаевского";"ulicza Isaaka Dunaevskogo";"001";"734030";"1101";"77001000008000100";
"042055";"Киевская улица";"58483612";"Киевская ул.";"Kievskaya ulicza";"001";"734030";"1101";"77001000008000400";
"042060";"улица Леонида Утёсова";"58483613";"ул. Леонида Утёсова";"ulicza Leonida Utyosova";"001";"734030";"1101";"77001000008001300";
"042065";"улица Любови Орловой";"58483614";"ул. Любови Орловой";"ulicza Lyubovi Orlovoj";"001";"734030";"1101";"77001000008001600";
"042070";"Минская улица";"58483615";"Минская ул.";"Minskaya ulicza";"001";"734030";"1101";"77001000008000200";
"042075";"улица Гусева";"58483616";"ул. Гусева";"ulicza Guseva";"001";"734040";"1101";"77001000009001500";
"042080";"Зелёная улица";"58483617";"Зелёная ул.";"Zelyonaya ulicza";"001";"734040";"1101";"77001000009001100";
"042085";"улица Изваринская Школа";"58483618";"ул. Изваринская Школа";"ulicza Izvarinskaya Shkola";"001";"734040";"1101";"77001000009000900";
"042090";"Киевская улица";"58483619";"Киевская ул.";"Kievskaya ulicza";"001";"734040";"1101";"77001000009001800";
"042095";"Кольцевая улица";"58483620";"Кольцевая ул.";"Kol`czevaya ulicza";"001";"734040";"1101";"77001000009000300";
"042100";"улица Лебедева-Кумача";"58483621";"ул. Лебедева-Кумача";"ulicza Lebedeva-Kumacha";"001";"734040";"1101";"77001000009000600";
"042105";"Полевая улица";"58483622";"Полевая ул.";"Polevaya ulicza";"001";"734040";"1101";"77001000009001700";
"042110";"Шоссейная улица";"58483623";"Шоссейная ул.";"Shossejnaya ulicza";"001";"734040";"1101";"77001000009001000";
"042115";"Шоссейный тупик";"58483624";"Шоссейный туп.";"Shossejny'j tupik";"007";"734040";"1101";"77001000009000200";
"042120";"Гаражный переулок";"58483625";"Гаражный пер.";"Garazhny'j pereulok";"002";"734060";"1101";"77001000001001700";
"042125";"улица Гоголя";"58483626";"ул. Гоголя";"ulicza Gogolya";"001";"734060";"1101";"77001000001001600";
"042130";"улица Горького";"58483627";"ул. Горького";"ulicza Gor`kogo";"001";"734060";"1101";"77001000001000500";
"042135";"Дачная улица";"58483628";"Дачная ул.";"Dachnaya ulicza";"001";"734060";"1101";"77001000001001000";
"042140";"Дачный проезд";"58483629";"Дачный пр.";"Dachny'j proezd";"003";"734060";"1101";"77001000001001200";
"042145";"улица Довженко";"58483630";"ул. Довженко";"ulicza Dovzhenko";"001";"734060";"1101";"77001000001001800";
"042155";"Зелёный тупик";"58483632";"Зелёный туп.";"Zelyony'j tupik";"007";"734060";"1101";"77001000001000400";
"042160";"улица Карла Маркса";"58483633";"ул. Карла Маркса";"ulicza Karla Marksa";"001";"734060";"1101";"77001000001000100";
"042165";"улица Ленина";"58483634";"ул. Ленина";"ulicza Lenina";"001";"734060";"1101";"77001000001001100";
"042170";"улица Лермонтова";"58483635";"ул. Лермонтова";"ulicza Lermontova";"001";"734060";"1101";"77001000001001500";
"042175";"Лесной проезд";"58483636";"Лесной пр.";"Lesnoj proezd";"003";"734060";"1101";"77001000001001300";
"042180";"Первомайская улица";"58483637";"Первомайская ул.";"Pervomajskaya ulicza";"001";"734060";"1101";"77001000001000700";
"042185";"Писательский проезд";"58483638";"Писательский пр.";"Pisatel`skij proezd";"003";"734060";"1101";"77001000001000900";
"042190";"улица Погодина";"58483639";"ул. Погодина";"ulicza Pogodina";"001";"734060";"1101";"77001000001001400";
"042195";"улица Рождественского";"58483640";"ул. Рождественского";"ulicza Rozhdestvenskogo";"001";"734060";"1101";"77001000001002100";
"042200";"улица Серафимовича";"58483641";"ул. Серафимовича";"ulicza Serafimovicha";"001";"734060";"1101";"77001000001000300";
"042205";"улица Тренёва";"58483642";"ул. Тренёва";"ulicza Trenyova";"001";"734060";"1101";"77001000001002200";
"042210";"улица Энгельса";"58483644";"ул. Энгельса";"ulicza E'ngel`sa";"001";"734060";"1101";"77001000001000600";
"042215";"Ильинская улица";"58483645";"Ильинская ул.";"Il`inskaya ulicza";"001";"734070";"1101";"77001000003000500";
"042220";"Новоизваринская улица";"58483646";"Новоизваринская ул.";"Novoizvarinskaya ulicza";"001";"734070";"1101";"77001000003000400";
"042225";"1-я Новоизваринская улица";"58483647";"1-я Новоизваринская ул.";"Pervaya Novoizvarinskaya ulicza";"001";"734070";"1101";"77001000003000200";
"042230";"2-я Новоизваринская улица";"58483648";"2-я Новоизваринская ул.";"Vtoraya Novoizvarinskaya ulicza";"001";"734070";"1101";"77001000003000800";
"042235";"3-я Новоизваринская улица";"58483649";"3-я Новоизваринская ул.";"Tret`ya Novoizvarinskaya ulicza";"001";"734070";"1101";"77001000003000600";
"042240";"Берёзовая аллея";"58483650";"Берёзовая аллея";"Beryozovaya alleya";"009";"734090";"1101";"77001000015000700";
"042245";"улица Богдана Хмельницкого";"58483651";"ул. Богдана Хмельницкого";"ulicza Bogdana Xmel`niczkogo";"001";"734090";"1101";"77001000015000600";
"042250";"улица Ленина";"58483652";"ул. Ленина";"ulicza Lenina";"001";"734090";"1101";"77001000015001100";
"042255";"Лесная улица";"58483653";"Лесная ул.";"Lesnaya ulicza";"001";"734090";"1101";"77001000015000900";
"042260";"1-й Лесной переулок";"58483654";"1-й Лесной пер.";"Pervy'j Lesnoj pereulok";"002";"734090";"1101";"77001000015000400";
"042265";"2-й Лесной переулок";"58483655";"2-й Лесной пер.";"Vtoroj Lesnoj pereulok";"002";"734090";"1101";"77001000015000200";
"042270";"улица Мира";"58483656";"ул. Мира";"ulicza Mira";"001";"734090";"1101";"77001000015000800";
"042275";"Новая улица";"58483657";"Новая ул.";"Novaya ulicza";"001";"734090";"1101";"77001000015000300";
"042280";"улица Пушкина";"58483658";"ул. Пушкина";"ulicza Pushkina";"001";"734090";"1101";"77001000015000500";
"042285";"улица Чехова";"58483659";"ул. Чехова";"ulicza Chexova";"001";"734090";"1101";"77001000015001200";
"042295";"Садовая улица";"58483660";"Садовая ул.";"Sadovaya ulicza";"001";"734120";"1101";"77001000005000100";
"042300";"Санаторная улица";"58483661";"Санаторная ул.";"Sanatornaya ulicza";"001";"734120";"1101";"77001000005001500";
"042305";"Сказочная улица";"58483662";"Сказочная ул.";"Skazochnaya ulicza";"001";"734120";"1101";"77001000005000800";
"042310";"1-я Сосновая улица";"58483663";"1-я Сосновая ул.";"Pervaya Sosnovaya ulicza";"001";"734120";"1101";"77001000005000600";
"042315";"2-я Сосновая улица";"58483664";"2-я Сосновая ул.";"Vtoraya Sosnovaya ulicza";"001";"734120";"1101";"77001000005000900";
"042320";"3-я Сосновая улица";"58483665";"3-я Сосновая ул.";"Tret`ya Sosnovaya ulicza";"001";"734120";"1101";"77001000005000200";
"042325";"Железнодорожная улица";"58483666";"Железнодорожная ул.";"Zheleznodorozhnaya ulicza";"001";"734130";"1101";"77001000017000100";
"042326";"улица Корнея Чуковского";"58483667";"ул. Корнея Чуковского";"ulicza Korneya Chukovskogo";"001";"";"1101";"77000000000761900";
"042327";"улица Самуила Маршака";"58483668";"ул. Самуила Маршака";"ulicza Samuila Marshaka";"001";"";"1101";"77000000000754600";
"042328";"улица Анны Ахматовой";"58483669";"ул. Анны Ахматовой";"ulicza Anny' Axmatovoj";"001";"";"1101";"77000000000754700";
"042329";"улица Бориса Пастернака";"58483670";"ул. Бориса Пастернака";"ulicza Borisa Pasternaka";"001";"";"1101";"77000000000754800";
"042330";"Придорожная улица";"58483671";"Придорожная ул.";"Pridorozhnaya ulicza";"001";"734170";"1201";"77002000005001400";
"042335";"Речная улица";"58483672";"Речная ул.";"Rechnaya ulicza";"001";"734170";"1201";"77002000005001200";
"042340";"Садовая улица";"58483673";"Садовая ул.";"Sadovaya ulicza";"001";"734170";"1201";"77002000005001300";
"042345";"Центральная улица";"58483674";"Центральная ул.";"Czentral`naya ulicza";"001";"734170";"1201";"77002000005001100";
"042350";"Весенняя улица";"58483675";"Весенняя ул.";"Vesennyaya ulicza";"001";"734240";"1201";"77002000001002400";
"042355";"Вишнёвый проезд";"58483676";"Вишнёвый пр.";"Vishnyovy'j proezd";"003";"734240";"1201";"77002000001002100";
"042360";"Зелёная улица";"58483677";"Зелёная ул.";"Zelyonaya ulicza";"001";"734240";"1201";"77002000001001200";
"042365";"Кленовая улица";"58483678";"Кленовая ул.";"Klenovaya ulicza";"001";"734240";"1201";"77002000001002500";
"042370";"Луговая улица";"58483679";"Луговая ул.";"Lugovaya ulicza";"001";"734240";"1201";"77002000001001300";
"042375";"Окружная улица";"58483680";"Окружная ул.";"Okruzhnaya ulicza";"001";"734240";"1201";"77002000001002000";
"042380";"Отрадная улица";"58483681";"Отрадная ул.";"Otradnaya ulicza";"001";"734240";"1201";"77002000001003000";
"042385";"улица Радости";"58483682";"ул. Радости";"ulicza Radosti";"001";"734240";"1201";"77002000001001500";
"042390";"Рябиновая улица";"58483684";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"734240";"1201";"77002000001002600";
"042395";"Садовая улица";"58483685";"Садовая ул.";"Sadovaya ulicza";"001";"734240";"1201";"77002000001001400";
"042400";"Солнечная улица";"58483686";"Солнечная ул.";"Solnechnaya ulicza";"001";"734240";"1201";"77002000001002300";
"042405";"Соловьиная улица";"58483687";"Соловьиная ул.";"Solov`inaya ulicza";"001";"734240";"1201";"77002000001003100";
"042410";"Цветочная улица";"58483688";"Цветочная ул.";"Czvetochnaya ulicza";"001";"734240";"1201";"77002000001001600";
"042415";"Южная улица";"58483689";"Южная ул.";"Yuzhnaya ulicza";"001";"734240";"1201";"77002000001001900";
"042420";"Венёвская улица";"58483690";"Венёвская ул.";"Venyovskaya ulicza";"001";"734320";"1201";"77002000018000600";
"042425";"Западная улица";"58483691";"Западная ул.";"Zapadnaya ulicza";"001";"734320";"1201";"77002000018001500";
"042430";"Кленовая улица";"58483692";"Кленовая ул.";"Klenovaya ulicza";"001";"734320";"1201";"77002000018001000";
"042435";"Лесная улица";"58483693";"Лесная ул.";"Lesnaya ulicza";"001";"734320";"1201";"77002000018000200";
"042440";"Мирная улица";"58483694";"Мирная ул.";"Mirnaya ulicza";"001";"734320";"1201";"77002000018001300";
"042445";"Радужная улица";"58483695";"Радужная ул.";"Raduzhnaya ulicza";"001";"734320";"1201";"77002000018001400";
"042450";"Рябиновая улица";"58483696";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"734320";"1201";"77002000018000700";
"042455";"Светлая улица";"58483697";"Светлая ул.";"Svetlaya ulicza";"001";"734320";"1201";"77002000018000800";
"042460";"Сиреневая улица";"58483698";"Сиреневая ул.";"Sirenevaya ulicza";"001";"734320";"1201";"77002000018000400";
"042465";"Солнечная улица";"58483699";"Солнечная ул.";"Solnechnaya ulicza";"001";"734320";"1201";"77002000018000300";
"042470";"Цветочная улица";"58483700";"Цветочная ул.";"Czvetochnaya ulicza";"001";"734320";"1201";"77002000018001100";
"042475";"Центральная улица";"58483701";"Центральная ул.";"Czentral`naya ulicza";"001";"734320";"1201";"77002000018000500";
"042480";"Весенняя улица";"58483702";"Весенняя ул.";"Vesennyaya ulicza";"001";"734400";"1102";"77003000004000700";
"042485";"Вишнёвая улица";"58483703";"Вишнёвая ул.";"Vishnyovaya ulicza";"001";"734400";"1102";"77003000004000600";
"042490";"Восточная улица";"58483704";"Восточная ул.";"Vostochnaya ulicza";"001";"734400";"1102";"77003000004001400";
"042495";"Дорожная улица";"58483706";"Дорожная ул.";"Dorozhnaya ulicza";"001";"734400";"1102";"77003000004000200";
"042500";"Западная улица";"58483707";"Западная ул.";"Zapadnaya ulicza";"001";"734400";"1102";"77003000004001300";
"042505";"Изумрудная улица";"58483708";"Изумрудная ул.";"Izumrudnaya ulicza";"001";"734400";"1102";"77003000004000800";
"042510";"Лазоревая улица";"58483709";"Лазоревая ул.";"Lazorevaya ulicza";"001";"734400";"1102";"77003000004000400";
"042515";"улица Каменка";"58483710";"ул. Каменка";"ulicza Kamenka";"001";"734400";"1102";"77003000004000500";
"042520";"Ландышевая улица";"58483711";"Ландышевая ул.";"Landy'shevaya ulicza";"001";"734400";"1102";"77003000004001800";
"042525";"Надымский проезд";"58483712";"Надымский пр.";"Nady'mskij proezd";"003";"734400";"1102";"77003000004001900";
"042530";"Полевая улица";"58483713";"Полевая ул.";"Polevaya ulicza";"001";"734400";"1102";"77003000004000100";
"042535";"Садовая улица";"58483714";"Садовая ул.";"Sadovaya ulicza";"001";"734400";"1102";"77003000004000900";
"042540";"Северный переулок";"58483715";"Северный пер.";"Severny'j pereulok";"002";"734400";"1102";"77003000004001600";
"042545";"Тюменский проезд";"58483716";"Тюменский пр.";"Tyumenskij proezd";"003";"734400";"1102";"77003000004001700";
"042550";"Угловая улица";"58483717";"Угловая ул.";"Uglovaya ulicza";"001";"734400";"1102";"77003000004000300";
"042555";"Цветочная улица";"58483718";"Цветочная ул.";"Czvetochnaya ulicza";"001";"734400";"1102";"77003000004001000";
"042560";"Центральная улица";"58483719";"Центральная ул.";"Czentral`naya ulicza";"001";"734400";"1102";"77003000004001200";
"042565";"Ямская улица";"58483720";"Ямская ул.";"Yamskaya ulicza";"001";"734400";"1102";"77003000004001100";
"042570";"Рябиновая улица";"58483721";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"734420";"1102";"77003000012000100";
"042575";"Береговая улица";"58483722";"Береговая ул.";"Beregovaya ulicza";"001";"734450";"1102";"77003000003000500";
"042580";"Центральная улица";"58483723";"Центральная ул.";"Czentral`naya ulicza";"001";"734450";"1102";"77003000003000200";
"042585";"Южная улица";"58483724";"Южная ул.";"Yuzhnaya ulicza";"001";"734450";"1102";"77003000003000100";
"042590";"Речная улица";"58483725";"Речная ул.";"Rechnaya ulicza";"001";"734450";"1102";"77003000003000300";
"042595";"Сиреневая улица";"58483726";"Сиреневая ул.";"Sirenevaya ulicza";"001";"734450";"1102";"77003000003000400";
"042600";"Полевая улица";"58483727";"Полевая ул.";"Polevaya ulicza";"001";"734450";"1102";"77003000003000600";
"042605";"Верхняя улица";"58483728";"Верхняя ул.";"Verxnyaya ulicza";"001";"734470";"1102";"77003000001000200";
"042610";"Майская улица";"58483729";"Майская ул.";"Majskaya ulicza";"001";"734470";"1102";"77003000001000400";
"042615";"Нижняя улица";"58483730";"Нижняя ул.";"Nizhnyaya ulicza";"001";"734470";"1102";"77003000001000100";
"042620";"Растороповская улица";"58483731";"Растороповская ул.";"Rastoropovskaya ulicza";"001";"734470";"1102";"77003000001000500";
"042625";"Садовая улица";"58483732";"Садовая ул.";"Sadovaya ulicza";"001";"734470";"1102";"77003000001000600";
"042630";"Полевая улица";"58483733";"Полевая ул.";"Polevaya ulicza";"001";"734470";"1102";"77003000001000700";
"042635";"Речная улица";"58483734";"Речная ул.";"Rechnaya ulicza";"001";"734470";"1102";"77003000001000800";
"042640";"Медовая улица";"58483735";"Медовая ул.";"Medovaya ulicza";"001";"734470";"1102";"77003000001000900";
"042645";"Учительская улица";"58483736";"Учительская ул.";"Uchitel`skaya ulicza";"001";"734470";"1102";"77003000001001000";
"042650";"Ягодная улица";"58483737";"Ягодная ул.";"Yagodnaya ulicza";"001";"734470";"1102";"77003000001000300";
"042655";"Весенняя улица";"58483738";"Весенняя ул.";"Vesennyaya ulicza";"001";"734490";"1102";"77003000005001200";
"042660";"Зелёная улица";"58483740";"Зелёная ул.";"Zelyonaya ulicza";"001";"734490";"1102";"77003000005000900";
"042665";"Лесная улица";"58483741";"Лесная ул.";"Lesnaya ulicza";"001";"734490";"1102";"77003000005000700";
"042670";"Луговая улица";"58483742";"Луговая ул.";"Lugovaya ulicza";"001";"734490";"1102";"77003000005001100";
"042675";"Звёздная улица";"58483743";"Звёздная ул.";"Zvyozdnaya ulicza";"001";"734490";"1102";"77003000005000500";
"042680";"Лунная улица";"58483744";"Лунная ул.";"Lunnaya ulicza";"001";"734490";"1102";"77003000005000800";
"042685";"Новая улица";"58483745";"Новая ул.";"Novaya ulicza";"001";"734490";"1102";"77003000005000100";
"042690";"Раздольная улица";"58483746";"Раздольная ул.";"Razdol`naya ulicza";"001";"734490";"1102";"77003000005000600";
"042695";"Садовая улица";"58483747";"Садовая ул.";"Sadovaya ulicza";"001";"734490";"1102";"77003000005000400";
"042700";"Солнечная улица";"58483748";"Солнечная ул.";"Solnechnaya ulicza";"001";"734490";"1102";"77003000005000300";
"042705";"улица Строителей";"58483749";"ул. Строителей";"ulicza Stroitelej";"001";"734490";"1102";"77003000005001000";
"042710";"Ясная улица";"58483750";"Ясная ул.";"Yasnaya ulicza";"001";"734490";"1102";"77003000005000200";
"042715";"Административная улица";"58483751";"Административная ул.";"Administrativnaya ulicza";"001";"734520";"1103";"77004000042000600";
"042720";"Строительная улица";"58483752";"Строительная ул.";"Stroitel`naya ulicza";"001";"734520";"1103";"77004000042000500";
"042725";"Центральная улица";"58483753";"Центральная ул.";"Czentral`naya ulicza";"001";"734520";"1103";"77004000042001000";
"042730";"Кольцевая улица";"58483754";"Кольцевая ул.";"Kol`czevaya ulicza";"001";"734520";"1103";"77004000042000800";
"042735";"Луговая улица";"58483755";"Луговая ул.";"Lugovaya ulicza";"001";"734520";"1103";"77004000042000300";
"042740";"Мирная улица";"58483756";"Мирная ул.";"Mirnaya ulicza";"001";"734520";"1103";"77004000042001100";
"042745";"Набережная улица";"58483757";"Набережная ул.";"Naberezhnaya ulicza";"001";"734520";"1103";"77004000042000900";
"042750";"улица Победы";"58483758";"ул. Победы";"ulicza Pobedy'";"001";"734520";"1103";"77004000042001200";
"042755";"Речная улица";"58483759";"Речная ул.";"Rechnaya ulicza";"001";"734520";"1103";"77004000042000400";
"042760";"Рябиновая улица";"58483760";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"734520";"1103";"77004000042001300";
"042765";"Широкая улица";"58483761";"Широкая ул.";"Shirokaya ulicza";"001";"734520";"1103";"77004000042000700";
"042770";"Яблоневая улица";"58483762";"Яблоневая ул.";"Yablonevaya ulicza";"001";"734520";"1103";"77004000042001500";
"042775";"Заречная улица";"58483764";"Заречная ул.";"Zarechnaya ulicza";"001";"734570";"1103";"77004000009000400";
"042780";"Московская улица";"58483765";"Московская ул.";"Moskovskaya ulicza";"001";"734570";"1103";"77004000009000300";
"042785";"Полевая улица";"58483766";"Полевая ул.";"Polevaya ulicza";"001";"734570";"1103";"77004000009000100";
"042790";"Рябиновая улица";"58483767";"Рябиновая ул.";"Ryabinovaya ulicza";"001";"734570";"1103";"77004000009000200";
"042795";"Парковая улица";"58483768";"Парковая ул.";"Parkovaya ulicza";"001";"734630";"1103";"77004000003000200";
"042800";"Школьная улица";"58483769";"Школьная ул.";"Shkol`naya ulicza";"001";"734630";"1103";"77004000003000900";
"042805";"Лесная улица";"58483770";"Лесная ул.";"Lesnaya ulicza";"001";"734630";"1103";"77004000003000400";
"042810";"Лесной проезд";"58483771";"Лесной пр.";"Lesnoj proezd";"003";"734630";"1103";"77004000003001100";
"042815";"Озёрная улица";"58483772";"Озёрная ул.";"Ozyornaya ulicza";"001";"734630";"1103";"77004000003000800";
"042820";"Подлесная улица";"58483773";"Подлесная ул.";"Podlesnaya ulicza";"001";"734630";"1103";"77004000003000100";
"042825";"Садовый переулок";"58483774";"Садовый пер.";"Sadovy'j pereulok";"002";"734630";"1103";"77004000003000600";
"042830";"Садовая улица";"58483775";"Садовая ул.";"Sadovaya ulicza";"001";"734630";"1103";"77004000003001000";
"042835";"Дачная улица";"58483776";"Дачная ул.";"Dachnaya ulicza";"001";"734630";"1103";"77004000003000700";
"042840";"Строительная улица";"58483777";"Строительная ул.";"Stroitel`naya ulicza";"001";"734640";"1202";"77005000003000800";
"042845";"Центральная улица";"58483778";"Центральная ул.";"Czentral`naya ulicza";"001";"734640";"1202";"77005000003002400";
"042850";"улица 1-й Дистанции Пути";"58483779";"ул. 1-й Дистанции Пути";"ulicza Pervoj Distanczii Puti";"001";"734640";"1202";"77005000003003400";
"042855";"Бекасовская улица";"58483780";"Бекасовская ул.";"Bekasovskaya ulicza";"001";"734640";"1202";"77005000003001100";
"042860";"Дачная улица";"58483781";"Дачная ул.";"Dachnaya ulicza";"001";"734640";"1202";"77005000003001800";
"042865";"Железнодорожная улица";"58483782";"Железнодорожная ул.";"Zheleznodorozhnaya ulicza";"001";"734640";"1202";"77005000003000300";
"042870";"Кольцевая улица";"58483783";"Кольцевая ул.";"Kol`czevaya ulicza";"001";"734640";"1202";"77005000003003000";
"042875";"Майская улица";"58483784";"Майская ул.";"Majskaya ulicza";"001";"734640";"1202";"77005000003000500";
"042880";"Мирная улица";"58483785";"Мирная ул.";"Mirnaya ulicza";"001";"734640";"1202";"77005000003001200";
"042885";"Лесная улица";"58483786";"Лесная ул.";"Lesnaya ulicza";"001";"734640";"1202";"77005000003002800";
"042890";"Молодёжная улица";"58483787";"Молодёжная ул.";"Molodyozhnaya ulicza";"001";"734640";"1202";"77005000003001700";
"042895";"Новая улица";"58483788";"Новая ул.";"Novaya ulicza";"001";"734640";"1202";"77005000003002200";
"042900";"Озёрная улица";"58483789";"Озёрная ул.";"Ozyornaya ulicza";"001";"734640";"1202";"77005000003001500";
"042905";"Рабочая улица";"58483790";"Рабочая ул.";"Rabochaya ulicza";"001";"734640";"1202";"77005000003001000";
"042910";"Раздольная улица";"58483791";"Раздольная ул.";"Razdol`naya ulicza";"001";"734640";"1202";"77005000003003300";
"042915";"Садовая улица";"58483792";"Садовая ул.";"Sadovaya ulicza";"001";"734640";"1202";"77005000003002300";
"042920";"Солнечная улица";"58483794";"Солнечная ул.";"Solnechnaya ulicza";"001";"734640";"1202";"77005000003002500";
"042925";"Школьная улица";"58483795";"Школьная ул.";"Shkol`naya ulicza";"001";"734640";"1202";"77005000003001400";
"042930";"Весенняя улица";"58483796";"Весенняя ул.";"Vesennyaya ulicza";"001";"734640";"1202";"77005000003003100";
"042935";"Луговая улица";"58483797";"Луговая ул.";"Lugovaya ulicza";"001";"734640";"1202";"77005000003002600";
"042940";"Полевая улица";"58483798";"Полевая ул.";"Polevaya ulicza";"001";"734640";"1202";"77005000003000400";
"042945";"Подмосковная улица";"58483799";"Подмосковная ул.";"Podmoskovnaya ulicza";"001";"734640";"1202";"77005000003003200";
"042950";"Рождественская улица";"58483800";"Рождественская ул.";"Rozhdestvenskaya ulicza";"001";"734640";"1202";"77005000003000900";
"042955";"Зелёная улица";"58483801";"Зелёная ул.";"Zelyonaya ulicza";"001";"734640";"1202";"77005000003000700";
"042960";"Столбовая улица";"58483802";"Столбовая ул.";"Stolbovaya ulicza";"001";"734640";"1202";"77005000003001900";
"042965";"улица Собачкина Сторожка";"58483803";"ул. Собачкина Сторожка";"ulicza Sobachkina Storozhka";"001";"734640";"1202";"77005000003004300";
"042970";"Январская улица";"58483804";"Январская ул.";"Yanvarskaya ulicza";"001";"734680";"1202";"77005000001001300";
"042975";"Апрельская улица";"58483805";"Апрельская ул.";"Aprel`skaya ulicza";"001";"734680";"1202";"77005000001002600";
"042980";"Багряная улица";"58483806";"Багряная ул.";"Bagryanaya ulicza";"001";"734680";"1202";"77005000001001200";
"042985";"Заводская улица";"58483807";"Заводская ул.";"Zavodskaya ulicza";"001";"734680";"1202";"77005000001002300";
"042990";"Июльская улица";"58483808";"Июльская ул.";"Iyul`skaya ulicza";"001";"734680";"1202";"77005000001002800";
"042995";"Июньская улица";"58483809";"Июньская ул.";"Iyun`skaya ulicza";"001";"734680";"1202";"77005000001002900";
"043000";"Лесная улица";"58483810";"Лесная ул.";"Lesnaya ulicza";"001";"734680";"1202";"77005000001000400";
"043005";"Майская улица";"58483811";"Майская ул.";"Majskaya ulicza";"001";"734680";"1202";"77005000001002000";
"043010";"Малиновая улица";"58483812";"Малиновая ул.";"Malinovaya ulicza";"001";"734680";"1202";"77005000001003000";
"043015";"Морская улица";"58483813";"Морская ул.";"Morskaya ulicza";"001";"734680";"1202";"77005000001000900";
"043020";"Осенняя улица";"58483814";"Осенняя ул.";"Osennyaya ulicza";"001";"734680";"1202";"77005000001002400";
"043025";"Февральская улица";"58483815";"Февральская ул.";"Fevral`skaya ulicza";"001";"734680";"1202";"77005000001001900";
"043030";"Весенняя улица";"58483816";"Весенняя ул.";"Vesennyaya ulicza";"001";"734680";"1202";"77005000001002700";
"043035";"Липовая улица";"58483817";"Липовая ул.";"Lipovaya ulicza";"001";"734680";"1202";"77005000001001000";
"043040";"Центральная улица";"58483818";"Центральная ул.";"Czentral`naya ulicza";"001";"734680";"1202";"77005000001000200";
"043045";"Садовая улица";"58483820";"Садовая ул.";"Sadovaya ulicza";"001";"734680";"1202";"77005000001001700";
"043050";"Мартовская улица";"58483821";"Мартовская ул.";"Martovskaya ulicza";"001";"734680";"1202";"77005000001002500";
"043055";"Киевская улица";"58483822";"Киевская ул.";"Kievskaya ulicza";"001";"734680";"1202";"77005000001002100";
"043060";"Мирная улица";"58483824";"Мирная ул.";"Mirnaya ulicza";"001";"734680";"1202";"77005000001001400";
"043065";"Молодёжная улица";"58483825";"Молодёжная ул.";"Molodyozhnaya ulicza";"001";"734680";"1202";"77005000001000700";
"043070";"улица Мичурина";"58483826";"ул. Мичурина";"ulicza Michurina";"001";"734760";"1203";"77006000008000300";
